,dish,Estimated_GI
951,"
Milk and coffee",50.0
952,Oatcake,50.0
953,Burger,50.0
954,"
Burger",50.0
955,"
Roast mutton",50.0
956,Watermelon,50.0
957,"
Porridge",50.0
958,Egg,30.0
959,Deep-fried dough stick,50.0
960,Deep-fried dough stick,50.0
961,"
Rice",50.0
962,Chicken,50.0
963,Vegetable,50.0
964,"
Biscuit",50.0
965,"
Rice",50.0
966,Chicken,50.0
967,Watermelon,50.0
968,"
Porridge",50.0
969,Egg,30.0
970,Deep-fried dough stick,50.0
971,"
Coarse grain",40.0
972,Hairtail,50.0
973,Meat,50.0
974,Vegetable,50.0
975,"
Cereal",50.0
976,Apple,50.0
977,"
Beef and vermicelli soup",50.0
978,Pancake,50.0
979,"
Vegetable",50.0
980,Meat,50.0
981,"
Cereal",50.0
982,Milk and coffee,50.0
983,Apple,50.0
984,"
Curry chicken chop and fried rice in omelette",50.0
985,"
 Noodles with yellow croaker fish",50.0
986,"
Cereal",50.0
987,Chicken wings,50.0
988,"
Rice",50.0
989,Meat,50.0
990,Egg and vegetable,30.0
991,"
Pan-fried dumplings",50.0
992,Winter gourd and pork bone soup,0.0
993,"
Cereal",50.0
994,Milk and coffee,50.0
995,"
Noodles",50.0
996,Egg and shrimp,30.0
997,Vegetable,50.0
998,Burger,50.0
999,Snacks,50.0
1000,"
Cereal and sweet potato",50.0
1001,Coffee,50.0
1002,"
Chicken",50.0
1003,Duck blood soup,50.0
1004,Rice,50.0
1005,"
Coarse grain",40.0
1006,Vegetable,50.0
1007,Fish and crab,50.0
1008,"
Biscuit",50.0
1009,"
Cereal",50.0
1010,Red tea,50.0
1011,Chicken wings,50.0
1012,"
Cake",50.0
1013,Milk and coffee,50.0
1014,"
Vermicelli soup",50.0
1015,"
Coarse grain",40.0
1016,Crab,50.0
1017,Vegetable,50.0
1018,Beaf,50.0
1019,Biscuit,50.0
1020,"
Cereal",50.0
1021,Fried egg,30.0
1022,Coffee and milk,50.0
1023,"
Burger",50.0
1024,"
Coarse grain",40.0
1025,Meat,50.0
1026,Vegetable,50.0
1027,Braised pork with cauliflower,8.75
1028,Shredded pork with cucumber,0.0
1029,Braised radish,50.0
1030,Coarse grain,40.0
1031,Pork floss,0.0
1032,Egg,30.0
1033,Coarse grain steamed bread,40.0
1034,Boiled vegetable,50.0
1035,Braised pork chops with carrot,20.0
1036,Steamed minced pork with eggplant,15.0
1037,Amaranthus,50.0
1038,Coarse grain,40.0
1039,Sliced duck with onion,50.0
1040,Braised shredded pork and cabbage,0.0
1041,Green pepper and green bean sprouts,50.0
1042,Coarse grain,40.0
1043,Egg,30.0
1044,Coarse grain steamed bread,40.0
1045,Boiled vegetable,50.0
1046,Braised black carp,50.0
1047,Shredded chicken with green pepper and yam,50.0
1048,Leaf lettuce,50.0
1049,Coarse grain,40.0
1050,Shredded pork in Beijing sauce,0.0
1051,Minced pork with zucchini,0.0
1052,Wax gourd mixed with scallion oil,50.0
1053,Coarse grain,40.0
1054,Egg,30.0
1055,Coarse grain steamed bread,40.0
1056,Boiled vegetable,50.0
1057,Sliced boiled duck,50.0
1058,Shredded pork with lettuce,0.0
1059,Vegetable,50.0
1060,Coarse grain,40.0
1061,Egg,30.0
1062,Coarse grain steamed bread,40.0
1063,Boiled vegetable,50.0
1064,Steamed corn meatball,50.0
1065,Minced pork with cauliflower and fungus,8.75
1066,Vegetable,50.0
1067,Coarse grain,40.0
1068,Stewed duck with carrot,40.0
1069,Minced meat with hangzhou cabbage,50.0
1070,Cabbage,50.0
1071,Coarse grain,40.0
1072,Egg,30.0
1073,Coarse grain steamed bread,40.0
1074,Boiled vegetable,50.0
1075,Sliced pork with king oyster mushroom and fungus,6.25
1076,Minced meat with tomato and cabbage,50.0
1077,Cabbage,50.0
1078,Coarse grain,40.0
1079,Sliced pork with zucchini,0.0
1080,Minced pork with winter melon and carrot,20.0
1081,Hangzhou cabbage,50.0
1082,Coarse grain,40.0
1083,Egg,30.0
1084,Coarse grain steamed bread,40.0
1085,Boiled vegetable,50.0
1086,Shrimp and vegetable,50.0
1087,Minced pork and eggplant,15.0
1088,Vegetable,50.0
1089,Coarse grain,40.0
1090,Steamed yam-stuffing meatballs,50.0
1091,Shredded pork with green pepper and carrot,20.0
1092,Hangzhou cabbage,50.0
1093,Coarse grain,40.0
1094,Egg,30.0
1095,Coarse grain steamed bread,40.0
1096,Boiled vegetable,50.0
1097,Pork stuffed green pepper,0.0
1098,Shredded pork with tomato and cabbage,0.0
1099,Lettuce,50.0
1100,Coarse grain,40.0
1101,Sliced pork with mushroom and carrot,17.5
1102,Minced meat with cauliflower and carrot,28.75
1103,Chinese cabbage,15.0
1104,Coarse grain,40.0
1105,Egg,30.0
1106,Coarse grain steamed bread,40.0
1107,Boiled vegetable,50.0
1108,Braised pork with tofu skin knot,0.0
1109,Shredded pork with towel gourd and carrot,20.0
1110,Leaf lettuce,50.0
1111,Coarse grain,40.0
1112,Sliced chicken with yam and lettuce,50.0
1113,Minced pork with towel gourd,0.0
1114,Chinese cabbage and carrot,27.5
1115,Coarse grain,40.0
1116,Egg,30.0
1117,Coarse grain steamed bread,40.0
1118,Boiled vegetable,50.0
1119,Pork stuffed green pepper,0.0
1120,Shredded pork with cabbage and carrot,20.0
1121,Vegetable,50.0
1122,Coarse grain,40.0
1123,Egg,30.0
1124,Coarse grain steamed bread,40.0
1125,Boiled vegetable,50.0
1126,Stewed pork and tofu skin,0.0
1127,Shredded pork with towel gourd and carrot,20.0
1128,Leaf lettuce,50.0
1129,Coarse grain,40.0
1130,Sliced pork with lettuce and fungus,0.0
1131,Minced pork with cucumber and carrot,20.0
1132,Cabbage,50.0
1133,"
Coarse grain",40.0
1134,Egg,30.0
1135,Coarse grain steamed bread,40.0
1136,Boiled vegetable,50.0
1137,Braised duck slices with green pepper and onion,50.0
1138,Minced pork with cowpea,0.0
1139,Green vegetable,50.0
1140,Coarse grain,40.0
1141,Sliced pork with snow pea and yam,0.0
1142,Shredded pork with broccoli,0.0
1143,Shredded Chinese cabbage and carrot,27.5
1144,Coarse grain,40.0
1145,Egg,30.0
1146,Coarse grain steamed bread,40.0
1147,Boiled vegetable,50.0
1148,Stir-fried pork with egg and fungus,15.0
1149,Minced pork with yam and corn,0.0
1150,Amaranth,50.0
1151,Coarse grain,40.0
1152,Braised eggs and small meat balls,30.0
1153,Shredded pork with lettuce and fungus,0.0
1154,Cabbage and carrot,40.0
1155,Coarse grain,40.0
1156,Egg,30.0
1157,Coarse grain steamed bread,40.0
1158,Boiled vegetable,50.0
1159,Braised chicken with lotus root and celery,50.0
1160,Braised shredded pork and cabbage,0.0
1161,Green pepper and green bean sprouts,50.0
1162,Coarse grain,40.0
1163,Diced duck with lettuce and carrot,40.0
1164,Shredded pork with green pepper and water bamboo,0.0
1165,Vegetable,50.0
1166,Coarse grain,40.0
1167,Egg,30.0
1168,Coarse grain steamed bread,40.0
1169,Boiled vegetable,50.0
1170,Braised pork with tofu skin knot,0.0
1171,Shredded pork with celery,0.0
1172,Water spinach,50.0
1173,Coarse grain,40.0
1174,Coffee,50.0
1175,Sliced pork with asparagus and fugus,0.0
1176,Minced pork with cucumber,0.0
1177,Cabbage,50.0
1178,Coarse grain,40.0
1180,Egg,30.0
1181,Coarse grain steamed bread,40.0
1182,Boiled vegetable,50.0
1183,Roasted crucian carp with scallion,50.0
1184,Minced pork with cowpea,0.0
1185,Green vegetable,50.0
1186,Coarse grain,40.0
1187,Sliced pork with snow pea and yam,0.0
1188,Shredded pork with broccoli,0.0
1189,Shredded Chinese cabbage and carrot,27.5
1190,Coarse grain,40.0
1191,Egg,30.0
1192,Coarse grain steamed bread,40.0
1193,Boiled vegetable,50.0
1194,Fried fish slices with tomatoes,50.0
1195,Minced meat with yam and corn,50.0
1196,Amaranth,50.0
1197,Coarse grain,40.0
1198,Sliced pork with celery and ginkgo,0.0
1199,Shredded pork with lettuce and carrot,20.0
1200,Green vegetable,50.0
1201,Coarse grain,40.0
1203,"
Steamed bun",50.0
1204,Yogurt,50.0
1205,Noodles,50.0
1206,Coarse grain,40.0
1207,Vegetable,50.0
1208,Meat dish,50.0
1209,"
Milk",50.0
1210,Steamed stuffed bun,50.0
1211,"
Noodles",50.0
1212,"
Dumplings",50.0
1213,"
Bread",50.0
1214,Mung bean soup,50.0
1215,"
Bread",50.0
1216,Egg,30.0
1217,Milk,50.0
1218,"
Rice",50.0
1219,Meat dish,50.0
1220,Vegetable dish and bean products,50.0
1221,"
Bean products",50.0
1222,Bread,50.0
1223,"
Pumpkin",50.0
1224,Bread,50.0
1225,Egg,30.0
1226,"
Rice",50.0
1227,Vegetable dish,50.0
1228,Meat dish,50.0
1229,Tofu,50.0
1230,"
Steamed vegetable bun",50.0
1231,Steamed pork dumplings,0.0
1232,"
Rice",50.0
1233,Vegetable dish,50.0
1234,Meat dish,50.0
1235,"
Steamed meat bun",50.0
1236,Tofu pudding,50.0
1237,"
Steamed vegetable bun",50.0
1238,Steamed meat bun,50.0
1239,"
Bread",50.0
1240,Mung bean soup,50.0
1241,"
Sandwich",50.0
1242,Yogurt,50.0
1243,"
Dumplings",50.0
1244,"
Egg",30.0
1245,Steamed bread,50.0
1246,"
Rice",50.0
1247,Meat dish,50.0
1248,Vegetable dish,50.0
1249,"
Tofu pudding",50.0
1250,Crab,50.0
1251,Chicken,50.0
1252,Fried eggs,30.0
1253,"
Tofu",50.0
1254,"
Vegetable",50.0
1255,"
Steamed stuffed bun",50.0
1256,Milk,50.0
1257,"
Rice",50.0
1258,"
Bread",50.0
1259,Soup,50.0
1260,"
Soup",50.0
1261,Rice,50.0
1262,"
Steamed bun",50.0
1263,Meat dish,50.0
1264,"
Mung bean soup",50.0
1265,Steamed bun,50.0
1266,Rice,50.0
1267,Vegetable,50.0
1268,Sliced lotus root,50.0
1269,Fried rice,50.0
1270,Apple,50.0
1271,Rice,50.0
1272,Spinach,50.0
1273,Beef,50.0
1274,Vegetable,50.0
1275,Rice,50.0
1276,Rice,50.0
1277,Vegetable,50.0
1278,Beef,50.0
1279,Rice,50.0
1280,Cabbage,50.0
1281,Vegetable,50.0
1282,Rice,50.0
1283,Rice,50.0
1284,Vegetable,50.0
1285,Fried egg,30.0
1286,Rice,50.0
1287,Vegetable,50.0
1288,Fish,50.0
1289,Vegetable,50.0
1290,Rice,50.0
1291,Rice,50.0
1292,Yam,50.0
1293,Lettuce,50.0
1294,Pork,0.0
1295,Vegetable,50.0
1296,Fish,50.0
1297,Rice,50.0
1298,Vegetable,50.0
1299,Rice,50.0
1300,Lettuce,50.0
1301,Vegetable,50.0
1302,Rice,50.0
1303,Cabbage,50.0
1304,Rice,50.0
1305,Sliced lotus root,50.0
1306,Vegetable,50.0
1307,Rice,50.0
1308,Egg,30.0
1309,Rice,50.0
1310,Lettuce,50.0
1311,Sliced lotus root,50.0
1312,Pork,0.0
1313,Cabbage,50.0
1314,Rice,50.0
1315,Yam,50.0
1316,Fish,50.0
1317,Vegetable,50.0
1318,Rice,50.0
1319,Egg,30.0
1320,Cabbage,50.0
1321,Rice,50.0
1322,Pork,0.0
1323,Vegetable,50.0
1324,Rice,50.0
1325,Carrot,40.0
1326,Vegetable,50.0
1327,Rice,50.0
1328,Egg,30.0
1329,Carrot,40.0
1330,Cabbage,50.0
1331,Rice,50.0
1332,Fish,50.0
1333,Vegetable,50.0
1334,Rice,50.0
1335,Vegetable,50.0
1336,Rice,50.0
1337,Vegetable,50.0
1338,Rice,50.0
1339,Vegetable,50.0
1340,Rice,50.0
1341,Egg,30.0
1342,Rice,50.0
1343,Vegetable,50.0
1344,Rice,50.0
1345,Radish,50.0
1346,Radish,50.0
1347,Rice,50.0
1348,Rice,50.0
1349,Fish,50.0
1350,Rice,50.0
1351,Cabbage,50.0
1352,Pork,0.0
1353,Boiled egg,30.0
1354,"
Cucumber",50.0
1355,Vegetable stuffed steamed dumpling,50.0
1356,Wax gourd and corn soup,50.0
1357,Buckwheat bread,50.0
1358,Steamed egg custard,30.0
1359,Tossed cucumber in sauce,50.0
1360,Buckwheat bread,50.0
1361,Milk,50.0
1362,Buckwheat bread,50.0
1363,Crown daisy,50.0
1364,Steamed egg,30.0
1365,Buckwheat bread,50.0
1366,Pig feet,50.0
1367,Crown daisy,50.0
1368,Boiled egg,30.0
1369,Instant noodles,50.0
1370,Rice,50.0
1371,Carrot and cauliflower,28.75
1372,Fried sliced bean curd roll,50.0
1373,Beef and potato,50.0
1374,Buckwheat rice,50.0
1375,Sliced lotus root,50.0
1376,Cauliflower,17.5
1377,Cucumber,50.0
1378,Fish,50.0
1379,Chinese cabbage,15.0
1380,Buckwheat bread,50.0
1381,Boiled egg,30.0
1382,Milk,50.0
1383,Steamed corn bun,50.0
1384,Crown daisy,50.0
1385,Tossed cucumber in sauce,50.0
1386,Shepherd's purse wonton,72.5
1387,Shepherd's purse and pork stuffed dumpling,0.0
1388,Cucumber,50.0
1389,Crown daisy,50.0
1390,Buckwheat bread,50.0
1391,Boiled egg,30.0
1392,Milk,50.0
1393,Shepherd's purse and pork stuffed dumpling,0.0
1394,Bean sprout,50.0
1395,Tossed cucumber in sauce,50.0
1396,Boiled egg,30.0
1397,Shepherd's purse and pork stuffed dumpling,0.0
1398,Bean sprout,50.0
1399,Tossed cucumber in sauce,50.0
1400,Crown daisy,50.0
1401,Buckwheat bread,50.0
1402,Milk,50.0
1403,Buckwheat bread,50.0
1404,Cucumber,50.0
1405,Kelp,50.0
1406,Crab,50.0
1407,Buckwheat bread,50.0
1408,Cucumber,50.0
1409,Pig feet,50.0
1410,Abalone,50.0
1411,Boiled egg,30.0
1412,Buckwheat bread,50.0
1413,Milk,50.0
1414,Shepherd's purse and pork stuffed dumpling,0.0
1415,Crown daisy,50.0
1416,Cucumber,50.0
1417,Shepherd's purse and pork stuffed dumpling,0.0
1418,Crab,50.0
1419,Crown daisy,50.0
1420,Boiled egg,30.0
1421,Buckwheat bread,50.0
1422,Milk,50.0
1423,Shepherd's purse and pork stuffed dumpling,0.0
1424,Shepherd's purse and pork stuffed dumpling,0.0
1425,Boiled egg,30.0
1426,Buckwheat bread,50.0
1427,Milk,50.0
1428,Shepherd's purse and pork stuffed dumpling,0.0
1429,Buckwheat noodles with pickle and shredded pork,0.0
1430,Buckwheat bread,50.0
1431,Shrimp,50.0
1432,Garlic and bean curd,50.0
1433,Boiled shrimp,50.0
1434,Steamed hairtail,50.0
1435,Garlic and bean curd,50.0
1436,Buckwheat bread,50.0
1437,Boiled egg,30.0
1438,Milk,50.0
1439,Buckwheat bread,50.0
1440,Pig feet,50.0
1441,Garlic and bean curd,50.0
1442,Sauteed cabbage with vinegar sauce,50.0
1443,Shepherd's purse pork stuffed dumpling,0.0
1444,Chinese cabbage,15.0
1445,Garlic and bean curd,50.0
1446,Buckwheat bread,50.0
1447,Boiled egg,30.0
1448,Milk,50.0
1449,Buckwheat noodles,50.0
1450,Pig feet,50.0
1451,Fried asparagus,50.0
1452,Shepherd's purse pork stuffed dumpling,0.0
1453,Pig feet,50.0
1454,Asparagus,50.0
1455,Buckwheat bread,50.0
1456,Boiled egg,30.0
1457,Milk,50.0
1458,Buckwheat noodles,50.0
1459,Fried mushroom and asparagus,12.5
1460,Pig feet,50.0
1461,Vegetable,50.0
1462,Buckwheat bread,50.0
1463,Boiled egg,30.0
1464,Milk,50.0
1465,Vegetable,50.0
1466,Rice cake,50.0
1467,Kiwi fruit,50.0
1468,Corn,50.0
1469,Sliced lotus root,50.0
1470,Lettuce,50.0
1471,Rice cake,50.0
1472,Pork dumpling,0.0
1473,Buckwheat bread,50.0
1474,Boiled egg,30.0
1475,Milk,50.0
1476,Buckwheat noodles,50.0
1477,Buckwheat bread,50.0
1478,Fish head soup,50.0
1479,Kiwi fruit,50.0
1480,Milk,50.0
1481,Buckwheat bread,50.0
1482,Boiled egg,30.0
1483,Milk,50.0
1484,Shepherd's purse pork wonton,36.25
1485,Buckwheat bread,50.0
1486,Vegetable,50.0
1487,Buckwheat bread,50.0
1488,Boiled egg,30.0
1489,Milk,50.0
1490,Shepherd's purse pork wonton,36.25
1491,Fried vegetable,50.0
1492,Shepherd's purse pork wonton,36.25
1493,Fried green vegetable,50.0
1494,Biscuit,50.0
1495,Buckwheat bread,50.0
1496,Boiled egg,30.0
1497,Milk,50.0
1498,"Fried Chinese cabbage, black fungus and bean curd",15.0
1499,Sweet and sour pork rib,0.0
1500,Black carp,50.0
1501,"Pork rib, carrot, vegetable and  rice",20.0
1502,Buckwheat bread,50.0
1503,Boiled egg,30.0
1504,Steamed hairtail,50.0
1505,Chinese cabbage,15.0
1506,Buckwheat noodles,50.0
1507,Chinese cabbage and sliced carrot,27.5
1508,Buckwheat bread,50.0
1509,Boiled egg,30.0
1510,Milk,50.0
1511,Buckwheat noodles,50.0
1512,Steamed yellow croaker,50.0
1513,Fried vegetable,50.0
1514,Shepherd's purse and pork stuffed wonton,36.25
1515,Buckwheat bread,50.0
1516,Boiled egg,30.0
1517,Milk,50.0
1518,Shepherd's purse and pork stuffed wonton,36.25
1519,Vegetable,50.0
1520,Sliced beef,50.0
1521,Buckwheat bread,50.0
1522,Boiled egg,30.0
1523,Milk,50.0
1524,Puff pastry,50.0
1525,Shepherd's purse and pork stuffed wonton,36.25
1526,Buckwheat bread,50.0
1527,Boiled egg,30.0
1528,Milk,50.0
1529,Puff pastry,50.0
1530,Bean sprout,50.0
1531,Braised pork in brown sauce,0.0
1532,Shepherd's purse and pork stuffed wonton,36.25
1533,Coarse grain,40.0
1534,Hangzhou cabbage,50.0
1535,Yam corn and minced pork,0.0
1536,Pork omelette,0.0
1537,Fried sliced pork with celery and ginkgo nut,0.0
1538,Fried sliced pork with lettuce and carrot,20.0
1539,Vegetable,50.0
1540,Coarse grain,40.0
1541,Egg,30.0
1542,Coarse grain steamed bread,40.0
1543,Boiled vegetable,50.0
1544,Coarse grain,40.0
1545,Mungbean sprout and green pepper,50.0
1546,Braised shredded pork and cabbage,0.0
1547,Fried slice pork with green pepper and mushroom,6.25
1548,Diced duck with lettuce and carrot,40.0
1549,Fried sliced pork with green pepper and water bamboo,0.0
1550,Vegetable,50.0
1551,Coarse grain,40.0
1552,Egg,30.0
1553,Coarse grain steamed bread,40.0
1554,Boiled vegetable,50.0
1555,Grilled pork chop with scallion,0.0
1556,Chinese cabbage,15.0
1557,Minced pork with wax gourd,0.0
1558,Coarse grain,40.0
1559,Sliced pork and Zucchini,0.0
1560,Shredded pork with cucumber and carrot,20.0
1561,Radish,50.0
1562,Coarse grain,40.0
1563,Egg,30.0
1564,Coarse grain steamed bread,40.0
1565,Boiled vegetable,50.0
1566,Boiled shrimp,50.0
1567,Shredded pork with bitter gourd and carrot,20.0
1568,Lettuce,50.0
1569,Coarse grain,40.0
1570,Shredded pork with green pepper and beech mushroom,6.25
1571,Minced pork with celery and carrot,20.0
1572,Chinese cabbage and carrot,27.5
1573,Coarse grain,40.0
1574,Egg,30.0
1575,Coarse grain steamed bread,40.0
1576,Boiled vegetable,50.0
1577,Pork stuffed green pepper,0.0
1578,Minced pork with scallion oil and pumpkin,0.0
1579,Vegetable,50.0
1580,Coarse grain,40.0
1581,Brasied pork with cauliflower,8.75
1582,Shredded pork and cucumber,0.0
1583,Braised radish,50.0
1584,Coarse grain,40.0
1585,Egg,30.0
1586,Coarse grain steamed bread,40.0
1587,Boiled vegetable,50.0
1588,Stewed pork rib with carrot,20.0
1589,Steamed minced pork  with eggplant,15.0
1590,Spinach,50.0
1591,Coarse grain,40.0
1592,Braised pork with cauliflower,8.75
1593,Shredded pork and cucumber,0.0
1594,Braised radish,50.0
1595,Coarse grain,40.0
1596,Egg,30.0
1597,Coarse grain steamed bread,40.0
1598,Boiled vegetable,50.0
1599,Steame bream,50.0
1600,Steamed minced pork with eggplant,15.0
1601,Spinach,50.0
1602,Coarse grain,40.0
1603,Onion and sliced duck,50.0
1604,Braised shredded pork and cabbage,0.0
1605,Bean sprout and green pepper,50.0
1606,Coarse grain,40.0
1607,Egg,30.0
1608,Coarse grain steamed bread,40.0
1609,Boiled vegetable,50.0
1610,Shepherd's purse stuffed pork meatball,0.0
1611,"Water bamboo, carrot and shredded pork",20.0
1612,Leaf lettuce,50.0
1613,Coarse grain,40.0
1614, Shredded pork in Beijing sauce,0.0
1615,Minced pork and Zucchini,0.0
1616,Scallion oil fried wax gourd,50.0
1617,Coarse grain,40.0
1618,Egg,30.0
1619,Coarse grain steamed bread,40.0
1620,Boiled vegetable,50.0
1621,Braised pork with radish,0.0
1622,"Green pepper, yam and shredded chicken",50.0
1623,Chinese cabbage,15.0
1624,Coarse grain,40.0
1625,Sliced boiled duck,50.0
1626,Shredded lettuce and shredded pork,0.0
1627,Vegetable,50.0
1628,Coarse grain,40.0
1629,Egg,30.0
1630,Coarse grain steamed bread,40.0
1631,Boiled vegetable,50.0
1632,Steamed corn stuffed pork meatball,0.0
1633,"Cauliflower, carrot and minced pork",19.166666666666668
1634,Vegetable,50.0
1635,Coarse grain,40.0
1636,Steamed pork rib with pumpkin,0.0
1637,Hangzhou cabbage and minced pork,0.0
1638,Cabbage,50.0
1639,Coarse grain,40.0
1640,Egg,30.0
1641,Coarse grain steamed bread,40.0
1642,Boiled vegetable,50.0
1643,Sliced pork with king oyster mushroom and fungus,6.25
1644,Fried minced pork with tomato and cabbage,0.0
1645,Water spinach,50.0
1646,Coarse grain,40.0
1647,Steamed chicken nugget with mushroom,12.5
1648,Wax gourd， carrot and minced pork,20.0
1649,Hangzhou cabbage,50.0
1650,Coarse grain,40.0
1651,Egg,30.0
1652,Coarse grain steamed bread,40.0
1653,Boiled vegetable,50.0
1654,Shrimp and vegetable,50.0
1655,Minced pork and eggplant,15.0
1656,Vegetable,50.0
1657,Coarse grain,40.0
1658,Steamed yam stuffed pork meatball,0.0
1659,"Green pepper, carrot and shredded pork",20.0
1660,Hangzhou cabbage,50.0
1661,Coarse grain,40.0
1662,Egg,30.0
1663,Coarse grain steamed bread,40.0
1664,Boiled vegetable,50.0
1665,Stuffed Bell Pepper with Meat,50.0
1666,Tomato Cabbage Pork Stir-Fry,0.0
1667,Lettuce,50.0
1668,Coarse grain,40.0
1669,Egg,30.0
1670,Coarse grain steamed bread,40.0
1671,Boiled vegetable,50.0
1672,"Green pepper, mushroom and sliced pork",6.25
1673,Green bean sprouts and green pepper,50.0
1674,Braised shredded pork and cabbage,0.0
1675,Coarse grain,40.0
1676,Onion and shredded beef,50.0
1677,Vegetable,50.0
1678,"Green pepper, water bamboo and shredded pork",0.0
1679,Coarse grain,40.0
1680,Egg,30.0
1681,Coarse grain steamed bread,40.0
1682,Boiled vegetable,50.0
1683,Grilled pork chop with scallion,0.0
1684,Sweet potato leaves,50.0
1685,Wax gourd and minced pork,0.0
1686,Coarse grain,40.0
1687,Boiled shrimp,50.0
1688,Radish,50.0
1689,"Cucumber, carrot and shredded pork",20.0
1690,Coarse grain,40.0
1691,Egg,30.0
1692,Coarse grain steamed bread,40.0
1693,Boiled vegetable,50.0
1694,Braised duck with tofu skin knot,50.0
1695,Lettuce,50.0
1696,"Potato, bottle gourd, and shredded pork",0.0
1697,Coarse grain,40.0
1698,Boiled chicken leg,50.0
1699,Chinese cabbage and carrot,27.5
1700,Towel gourd and shredded pork,0.0
1701,Coarse grain,40.0
1702,Bread,50.0
1703,Egg,30.0
1704,Coarse grain steamed bread,40.0
1705,Boiled vegetable,50.0
1706,Boiled shrimp,50.0
1707,Vegetable,50.0
